diseases,disease_ids,mapped_disease_ids,mismatched_diseases,actual_disease_names
"['proteinuria', 'nephrotoxicity', 'proteinuria', 'proteinuria', 'proteinuria', 'proteinuria', 'proteinuria', 'proteinuria', 'proteinuria', 'proteinuria', 'nephrotic', 'proteinuria', 'proteinuria', 'proteinuria', 'proteinuria', 'proteinuria']","['D011507', 'D007674', 'D011507', 'D011507', 'D011507', 'D011507', 'D011507', 'D011507', 'D011507', 'D011507', 'D009404', 'D011507', 'D011507', 'D011507', 'D011507', 'D011507']","['D011507', '-1', 'D011507', 'D011507', 'D011507', 'D011507', 'D011507', 'D011507', 'D011507', 'D011507', '-1', 'D011507', 'D011507', 'D011507', 'D011507', 'D011507']","['nephrotoxicity', 'nephrotic']","[['proteinuria', 'proteinuria', 'proteinurias'], ['kidney diseases', 'kidney diseases', 'disease, kidney', 'diseases, kidney', 'kidney disease']]"
"['pain', 'declines in simple and sustained attention', 'working memory', 'and verbal memory', 'chronic pain']","['D010146', 'D003072|D008569', 'D059350']","['D010146', '-1', 'D008570', '-1', 'D059350']","['declines in simple and sustained attention', 'and verbal memory']","[['pain', 'pain', 'suffering, physical', 'physical suffering', 'physical sufferings', 'sufferings, physical', 'ache', 'aches', 'pain, burning', 'burning pain', 'burning pains', 'pains, burning', 'pain, crushing', 'crushing pain', 'crushing pains', 'pains, crushing', 'pain, migratory', 'migratory pain', 'migratory pains', 'pains, migratory', 'pain, radiating', 'pains, radiating', 'radiating pain', 'radiating pains', 'pain, splitting', 'pains, splitting', 'splitting pain', 'splitting pains'], ['-1']]"
"['schizophrenia', 'schizophrenia', 'manic', 'bipolar i disorder', 'psychotic', 'schizophrenia', 'extrapyramidal symptoms', 'extrapyramidal symptoms']","['D012559', 'D012559', 'D001714', 'D001714', 'D011618', 'D012559', 'D001480', 'D001480']","['D012559', 'D012559', '-1', '-1', '-1', 'D012559', '-1', '-1']","['manic', 'bipolar i disorder', 'psychotic', 'extrapyramidal symptoms', 'extrapyramidal symptoms']","[['schizophrenia', 'schizophrenia', 'schizophrenias', 'dementia praecox', 'schizophrenic disorders', 'disorder, schizophrenic', 'disorders, schizophrenic', 'schizophrenic disorder'], ['schizophrenia', 'schizophrenia', 'schizophrenias', 'dementia praecox', 'schizophrenic disorders', 'disorder, schizophrenic', 'disorders, schizophrenic', 'schizophrenic disorder'], ['bipolar disorder', 'bipolar disorder', 'bipolar disorders', 'disorder, bipolar', 'bipolar mood disorder', 'bipolar mood disorders', 'disorder, bipolar mood', 'mood disorder, bipolar', 'affective psychosis, bipolar', 'bipolar affective psychosis', 'psychoses, bipolar affective', 'psychosis, bipolar affective', 'psychoses, manic-depressive', 'psychoses, manic depressive', 'manic-depressive psychosis', 'manic depressive psychosis', 'psychosis, manic-depressive', 'psychosis, manic depressive', 'depression, bipolar', 'bipolar depression', 'manic disorder', 'disorder, manic', 'manic disorders', 'manic depression', 'depression, manic', 'depressions, manic', 'bipolar disorder type 1', 'type 1 bipolar disorder', 'bipolar disorder type 2', 'type 2 bipolar disorder'], ['bipolar disorder', 'bipolar disorder', 'bipolar disorders', 'disorder, bipolar', 'bipolar mood disorder', 'bipolar mood disorders', 'disorder, bipolar mood', 'mood disorder, bipolar', 'affective psychosis, bipolar', 'bipolar affective psychosis', 'psychoses, bipolar affective', 'psychosis, bipolar affective', 'psychoses, manic-depressive', 'psychoses, manic depressive', 'manic-depressive psychosis', 'manic depressive psychosis', 'psychosis, manic-depressive', 'psychosis, manic depressive', 'depression, bipolar', 'bipolar depression', 'manic disorder', 'disorder, manic', 'manic disorders', 'manic depression', 'depression, manic', 'depressions, manic', 'bipolar disorder type 1', 'type 1 bipolar disorder', 'bipolar disorder type 2', 'type 2 bipolar disorder'], ['psychotic disorders', 'psychotic disorders', 'disorder, psychotic', 'disorders, psychotic', 'psychotic disorder', 'psychoses', 'psychosis', 'psychosis, brief reactive', 'brief reactive psychoses', 'brief reactive psychosis', 'psychoses, brief reactive', 'reactive psychoses, brief', 'reactive psychosis, brief', 'schizoaffective disorder', 'disorder, schizoaffective', 'disorders, schizoaffective', 'schizoaffective disorders', 'schizophreniform disorders', 'disorder, schizophreniform', 'disorders, schizophreniform', 'schizophreniform disorder']]"
"['cardiac toxicity', 'human immunodeficiency virus infection', 'heart block', 'dilated cardiomyopathy', 'bradycardia']","['D066126', 'D015658', 'D006327', 'D002311', 'D001919']","['D066126', '-1', 'D006327', 'D002311', 'D001919']",['human immunodeficiency virus infection'],"[['cardiotoxicity', 'cardiotoxicity', 'cardiotoxicities', 'cardiac toxicity', 'cardiac toxicities', 'toxicity, cardiac']]"
"['amnesia', 'amnesia', 'memory dissociation']","['D000647', 'D000647', 'D008569']","['D000647', 'D000647', '-1']",['memory dissociation'],"[['amnesia', 'amnesia', 'amnesias', 'amnesia-memory loss', 'amnesia memory loss', 'amnesia-memory losses', 'amnesia, dissociative', 'amnesias, dissociative', 'dissociative amnesia', 'dissociative amnesias', 'amnesia, global', 'amnesias, global', 'global amnesia', 'global amnesias', 'amnesia, hysterical', 'amnesias, hysterical', 'hysterical amnesia', 'hysterical amnesias', 'amnesia, tactile', 'amnesias, tactile', 'tactile amnesia', 'tactile amnesias', 'amnesia, temporary', 'amnesias, temporary', 'temporary amnesia', 'temporary amnesias', 'amnestic state', 'amnestic states', 'state, amnestic', 'states, amnestic']]"
"['angiosarcoma of the liver', 'angiosarcoma of the liver', 'adenocarcinoma of the liver', 'angiosarcoma', 'intraarterial lesions', 'tumors']","['D006394|D008113', 'D006394|D008113', 'D000230|D008113', 'D006394', 'D014652', 'D009369']","['-1', '-1', '-1', 'D006394', '-1', 'D009369']","['angiosarcoma of the liver', 'angiosarcoma of the liver', 'adenocarcinoma of the liver', 'intraarterial lesions']","[['-1'], ['-1'], ['-1'], ['hemangiosarcoma', 'hemangiosarcoma', 'hemangiosarcomas', 'angiosarcoma', 'angiosarcomas']]"
"['hypertension', 'hypertension', 'ht', 'hypertension', 'ht', 'increased sbp', 'decreased thymus (p < 0.001) and bodyweights', 'ht', 'hypertension', 'ht']","['D006973', 'D006973', 'D006973', 'D006973', 'D006973', 'D006973', 'D015431', 'D006973', 'D006973', 'D006973']","['D006973', 'D006973', '-1', 'D006973', '-1', '-1', '-1', '-1', 'D006973', '-1']","['ht', 'ht', 'increased sbp', 'decreased thymus (p < 0.001) and bodyweights', 'ht', 'ht']","[['hypertension', 'hypertension', 'blood pressure, high', 'blood pressures, high', 'high blood pressure', 'high blood pressures'], ['hypertension', 'hypertension', 'blood pressure, high', 'blood pressures, high', 'high blood pressure', 'high blood pressures'], ['hypertension', 'hypertension', 'blood pressure, high', 'blood pressures, high', 'high blood pressure', 'high blood pressures'], ['hypertension', 'hypertension', 'blood pressure, high', 'blood pressures, high', 'high blood pressure', 'high blood pressures'], ['hypertension', 'hypertension', 'blood pressure, high', 'blood pressures, high', 'high blood pressure', 'high blood pressures'], ['hypertension', 'hypertension', 'blood pressure, high', 'blood pressures, high', 'high blood pressure', 'high blood pressures']]"
"['psychotic symptoms', 'drug-induced parkinsonism']","['D011618', 'D010302']","['-1', '-1']","['psychotic symptoms', 'drug-induced parkinsonism']","[['psychotic disorders', 'psychotic disorders', 'disorder, psychotic', 'disorders, psychotic', 'psychotic disorder', 'psychoses', 'psychosis', 'psychosis, brief reactive', 'brief reactive psychoses', 'brief reactive psychosis', 'psychoses, brief reactive', 'reactive psychoses, brief', 'reactive psychosis, brief', 'schizoaffective disorder', 'disorder, schizoaffective', 'disorders, schizoaffective', 'schizoaffective disorders', 'schizophreniform disorders', 'disorder, schizophreniform', 'disorders, schizophreniform', 'schizophreniform disorder'], ['parkinson disease, secondary', 'parkinson disease, secondary', 'secondary parkinson disease', 'parkinson disease, symptomatic', 'parkinsonism, secondary', 'parkinsonism, symptomatic', 'symptomatic parkinsonism', 'secondary parkinsonism', 'symptomatic parkinson disease', 'atherosclerotic parkinsonism', 'parkinsonism, atherosclerotic', 'parkinson disease, secondary vascular', 'secondary vascular parkinson disease']]"
"['hepatic failure', 'hepatotoxic', 'fulminant hepatic failure', 'hepatotoxicity', 'depression', 'hepatotoxicity', 'drug toxicity', 'hepatotoxicity', 'liver failure', 'hepatotoxicity', 'hepatotoxicity']","['D017093', 'D056486', 'D017114', 'D056486', 'D003866', 'D056486', 'D064420', 'D056486', 'D017093', 'D056486', 'D056486']","['D017093', '-1', 'D017114', '-1', 'D003863', '-1', 'D064420', '-1', 'D017093', '-1', '-1']","['hepatotoxic', 'hepatotoxicity', 'hepatotoxicity', 'hepatotoxicity', 'hepatotoxicity', 'hepatotoxicity']","[['liver failure', 'liver failure', 'hepatic failure'], ['chemical and drug induced liver injury', 'chemical and drug induced liver injury', 'hepatitis, toxic', 'toxic hepatitis', 'hepatitides, toxic', 'toxic hepatitides', 'hepatitis, drug-induced', 'drug-induced hepatitides', 'drug-induced hepatitis', 'hepatitides, drug-induced', 'hepatitis, drug induced', 'drug-induced acute liver injury', 'drug induced acute liver injury', 'acute liver injury, drug-induced', 'acute liver injury, drug induced', 'liver injury, drug-induced, acute', 'drug-induced liver disease', 'disease, drug-induced liver', 'diseases, drug-induced liver', 'drug induced liver disease', 'drug-induced liver diseases', 'liver disease, drug-induced', 'liver diseases, drug-induced', 'drug-induced liver injury', 'drug-induced liver injuries', 'drug induced liver injury', 'injuries, drug-induced liver', 'injury, drug-induced liver', 'liver injuries, drug-induced', 'liver injury, drug-induced', 'liver injury, drug induced', 'chemically-induced liver toxicity', 'chemically-induced liver toxicities', 'chemically induced liver toxicity', 'liver toxicities, chemically-induced', 'liver toxicity, chemically-induced', 'toxicities, chemically-induced liver', 'toxicity, chemically-induced liver'], ['liver failure, acute', 'liver failure, acute', 'failure, acute liver', 'acute hepatic failure', 'failure, acute hepatic', 'acute liver failure', 'hepatic failure, acute', 'liver failure, fulminant', 'fulminant liver failure', 'fulminant liver failures', 'fulminant hepatic failure', 'fulminant hepatic failures', 'fulminating hepatic failure', 'fulminating hepatic failures', 'hepatic failure, fulminating', 'fulminating liver failure', 'fulminating liver failures', 'liver failure, fulminating', 'hepatic failure, fulminant'], ['chemical and drug induced liver injury', 'chemical and drug induced liver injury', 'hepatitis, toxic', 'toxic hepatitis', 'hepatitides, toxic', 'toxic hepatitides', 'hepatitis, drug-induced', 'drug-induced hepatitides', 'drug-induced hepatitis', 'hepatitides, drug-induced', 'hepatitis, drug induced', 'drug-induced acute liver injury', 'drug induced acute liver injury', 'acute liver injury, drug-induced', 'acute liver injury, drug induced', 'liver injury, drug-induced, acute', 'drug-induced liver disease', 'disease, drug-induced liver', 'diseases, drug-induced liver', 'drug induced liver disease', 'drug-induced liver diseases', 'liver disease, drug-induced', 'liver diseases, drug-induced', 'drug-induced liver injury', 'drug-induced liver injuries', 'drug induced liver injury', 'injuries, drug-induced liver', 'injury, drug-induced liver', 'liver injuries, drug-induced', 'liver injury, drug-induced', 'liver injury, drug induced', 'chemically-induced liver toxicity', 'chemically-induced liver toxicities', 'chemically induced liver toxicity', 'liver toxicities, chemically-induced', 'liver toxicity, chemically-induced', 'toxicities, chemically-induced liver', 'toxicity, chemically-induced liver'], ['depressive disorder', 'depressive disorder', 'depressive disorders', 'disorder, depressive', 'disorders, depressive', 'neurosis, depressive', 'depressive neuroses', 'depressive neurosis', 'neuroses, depressive', 'depression, endogenous', 'depressions, endogenous', 'endogenous depression', 'endogenous depressions', 'melancholia', 'melancholias', 'unipolar depression', 'depression, unipolar', 'depressions, unipolar', 'unipolar depressions', 'depressive syndrome', 'depressive syndromes', 'syndrome, depressive', 'syndromes, depressive', 'depression, neurotic', 'depressions, neurotic', 'neurotic depression', 'neurotic depressions'], ['chemical and drug induced liver injury', 'chemical and drug induced liver injury', 'hepatitis, toxic', 'toxic hepatitis', 'hepatitides, toxic', 'toxic hepatitides', 'hepatitis, drug-induced', 'drug-induced hepatitides', 'drug-induced hepatitis', 'hepatitides, drug-induced', 'hepatitis, drug induced', 'drug-induced acute liver injury', 'drug induced acute liver injury', 'acute liver injury, drug-induced', 'acute liver injury, drug induced', 'liver injury, drug-induced, acute', 'drug-induced liver disease', 'disease, drug-induced liver', 'diseases, drug-induced liver', 'drug induced liver disease', 'drug-induced liver diseases', 'liver disease, drug-induced', 'liver diseases, drug-induced', 'drug-induced liver injury', 'drug-induced liver injuries', 'drug induced liver injury', 'injuries, drug-induced liver', 'injury, drug-induced liver', 'liver injuries, drug-induced', 'liver injury, drug-induced', 'liver injury, drug induced', 'chemically-induced liver toxicity', 'chemically-induced liver toxicities', 'chemically induced liver toxicity', 'liver toxicities, chemically-induced', 'liver toxicity, chemically-induced', 'toxicities, chemically-induced liver', 'toxicity, chemically-induced liver']]"
"['meth mouth', 'meth mouth', 'cardiac dysrhythmias', 'hypertension', 'hallucinations', 'violent behavior', 'xerostomia', 'caries', 'meth mouth', 'tooth wear', 'pain', 'bad breath', 'carious lesions', 'carious episodes', 'meth mouth', 'meth mouth']","['-1', '-1', 'D001145', 'D006973', 'D006212', 'D001523', 'D014987', 'D003731', '-1', 'D057085', 'D010146', 'D012120', 'D003731', 'D003731', '-1', '-1']","['-1', '-1', '-1', 'D006973', 'D006212', '-1', 'D014987', '-1', '-1', 'D057085', 'D010146', '-1', 'D003731', '-1', '-1', '-1']","['meth mouth', 'meth mouth', 'cardiac dysrhythmias', 'violent behavior', 'caries', 'meth mouth', 'bad breath', 'carious episodes', 'meth mouth', 'meth mouth']","[['-1'], ['-1'], ['arrhythmias, cardiac', 'arrhythmias, cardiac', 'arrhythmia, cardiac', 'arrhythmia', 'arrythmia', 'cardiac arrhythmia', 'cardiac arrhythmias', 'cardiac dysrhythmia', 'dysrhythmia, cardiac'], ['hypertension', 'hypertension', 'blood pressure, high', 'blood pressures, high', 'high blood pressure', 'high blood pressures'], ['hallucinations', 'hallucinations', 'hallucination', 'hallucinations, hypnagogic', 'hallucination, hypnagogic', 'hypnagogic hallucination', 'hypnagogic hallucinations', 'hallucinations, gustatory', 'gustatory hallucination', 'gustatory hallucinations', 'hallucination, gustatory', 'hallucinations, formed, of people', 'hallucinations, elementary', 'elementary hallucination', 'elementary hallucinations', 'hallucination, elementary', 'hallucinations, dissociative', 'dissociative hallucination', 'dissociative hallucinations', 'hallucination, dissociative', 'hallucinations, auditory', 'auditory hallucination', 'auditory hallucinations', 'hallucination, auditory', 'hallucination of body sensation', 'body sensation hallucination', 'body sensation hallucinations', 'hallucinations, hypnapompic', 'hallucination, hypnapompic', 'hypnapompic hallucination', 'hypnapompic hallucinations', 'hallucinations, internal body sensation', 'hallucinations, kinesthetic', 'hallucination, kinesthetic', 'kinesthetic hallucination', 'kinesthetic hallucinations', 'hallucinations, mood congruent', 'hallucination, mood congruent', 'mood congruent hallucination', 'mood congruent hallucinations', 'hallucinations, mood incongruent', 'hallucination, mood incongruent', 'mood incongruent hallucination', 'mood incongruent hallucinations', 'hallucinations, olfactory', 'hallucination, olfactory', 'olfactory hallucination', 'olfactory hallucinations', 'hallucinations, organic', 'hallucination, organic', 'organic hallucination', 'organic hallucinations', 'hallucinations, reflex', 'hallucination, reflex', 'reflex hallucination', 'reflex hallucinations', 'hallucinations, sensory', 'hallucination, sensory', 'sensory hallucination', 'sensory hallucinations', 'hallucinations, somatic', 'hallucination, somatic', 'somatic hallucination', 'somatic hallucinations', 'hallucinations, tactile', 'hallucination, tactile', 'tactile hallucination', 'tactile hallucinations', 'hallucinations, verbal auditory', 'auditory hallucinations, verbal', 'auditory hallucination, verbal', 'hallucination, verbal auditory', 'verbal auditory hallucination', 'verbal auditory hallucinations', 'hallucinations, visual', 'hallucination, visual', 'visual hallucination', 'visual hallucinations', 'hallucinations, visual, formed', 'hallucinations, visual, unformed'], ['mental disorders', 'mental disorders', 'mental disorder', 'mental illness', 'illness, mental', 'mental illnesses', 'psychiatric disorders', 'psychiatric disorder', 'psychiatric diseases', 'psychiatric disease', 'psychiatric illness', 'psychiatric illnesses', 'behavior disorders', 'diagnosis, psychiatric', 'psychiatric diagnosis', 'mental disorders, severe', 'mental disorder, severe', 'severe mental disorder', 'severe mental disorders'], ['xerostomia', 'xerostomia', 'xerostomias', 'asialia', 'asialias', 'mouth dryness', 'dryness, mouth', 'hyposalivation', 'hyposalivations'], ['dental caries', 'dental caries', 'dental decay', 'dental cavities', 'cavities, dental', 'cavity, dental', 'decay, dental', 'carious lesions', 'carious lesion', 'lesion, carious', 'lesions, carious', 'caries, dental', 'dental cavity', 'dental white spot', 'spot, dental white', 'spots, dental white', 'dental white spots', 'white spot, dental', 'white spots, dental', 'carious dentin', 'carious dentins', 'dentin, carious', 'dentins, carious'], ['-1'], ['tooth wear', 'tooth wear', 'tooth wears', 'wears, tooth', 'wear, tooth', 'dental wear', 'dental wears', 'wear, dental', 'wears, dental']]"
