chemicals,chemical_ids,mapped_chemical_ids,mismatched_chemicals,actual_chemical_names
"['cocaine', 'benzoylecgonine', 'cocaine', 'cocaine', 'cocaine', 'benzoylecgonine', 'be', 'cocaine', 'be', 'be', 'cocaine', 'cocaine', 'be', 'be', 'cocaine', 'cocaine', 'be', 'cocaine', 'cocaine', 'be']","['D003042', 'C005618', 'D003042', 'D003042', 'D003042', 'C005618', 'C005618', 'D003042', 'C005618', 'C005618', 'D003042', 'D003042', 'C005618', 'C005618', 'D003042', 'D003042', 'C005618', 'D003042', 'D003042', 'C005618']","['D003042', '-1', 'D003042', 'D003042', 'D003042', '-1', '-1', 'D003042', '-1', '-1', 'D003042', 'D003042', '-1', '-1', 'D003042', 'D003042', '-1', 'D003042', 'D003042', '-1']","['benzoylecgonine', 'benzoylecgonine', 'be', 'be', 'be', 'be', 'be', 'be', 'be']","[['cocaine', 'cocaine', 'cocaine hydrochloride', 'hydrochloride, cocaine', 'cocaine hcl', 'hcl, cocaine'], ['Unknown'], ['cocaine', 'cocaine', 'cocaine hydrochloride', 'hydrochloride, cocaine', 'cocaine hcl', 'hcl, cocaine'], ['cocaine', 'cocaine', 'cocaine hydrochloride', 'hydrochloride, cocaine', 'cocaine hcl', 'hcl, cocaine'], ['cocaine', 'cocaine', 'cocaine hydrochloride', 'hydrochloride, cocaine', 'cocaine hcl', 'hcl, cocaine'], ['Unknown'], ['Unknown'], ['cocaine', 'cocaine', 'cocaine hydrochloride', 'hydrochloride, cocaine', 'cocaine hcl', 'hcl, cocaine'], ['Unknown']]"
"['amphetamine', 'dopamine', 'ly274614', 'amino acid', 'ly274614', '3sr,4ars,6sr,8ars-6-phosphonomethyldecahydr oisoquinoline-3- carboxylic acid', 'n-methyl-d-aspartate', 'nmda', 'glutamate', 'dopamine', 'amphetamine', 'iprindole', 'amphetamine', 'iprindole', 'dopamine', 'dopamine', 'dizocilpine', 'mk-801', 'nmda', 'ly274614', 'nmda', 'ly274614', 'ly274614', 'dopamine', 'amphetamine', 'amphetamine', 'dopamine', 'ly274614', 'amphetamine', 'ly274614', 'amphetamine', 'dopamine', 'methamphetamine', 'ly274614', 'amphetamine', 'dopamine', 'nmda', 'ly274614', 'nmda']","['D000661', 'D004298', 'C070935', 'D000596', 'C070935', 'C070935', 'D016202', 'D016202', 'D018698', 'D004298', 'D000661', 'D007488', 'D000661', 'D007488', 'D004298', 'D004298', 'D016291', 'D016291', 'D016202', 'C070935', 'D016202', 'C070935', 'C070935', 'D004298', 'D000661', 'D000661', 'D004298', 'C070935', 'D000661', 'C070935', 'D000661', 'D004298', 'D008694', 'C070935', 'D000661', 'D004298', 'D016202', 'C070935', 'D016202']","['D000661', 'D004298', '-1', 'D000596', '-1', '-1', 'D016202', 'D016202', 'D018698', 'D004298', 'D000661', 'D007488', 'D000661', 'D007488', 'D004298', 'D004298', 'D016291', 'D016291', 'D016202', '-1', 'D016202', '-1', '-1', 'D004298', 'D000661', 'D000661', 'D004298', '-1', 'D000661', '-1', 'D000661', 'D004298', 'D008694', '-1', 'D000661', 'D004298', 'D016202', '-1', 'D016202']","['ly274614', 'ly274614', '3sr,4ars,6sr,8ars-6-phosphonomethyldecahydr oisoquinoline-3- carboxylic acid', 'ly274614', 'ly274614', 'ly274614', 'ly274614', 'ly274614', 'ly274614', 'ly274614']","[['amphetamine', 'amphetamine', 'desoxynorephedrin', 'phenamine', 'phenopromin', 'amfetamine', 'l-amphetamine', 'l amphetamine', 'levoamphetamine', 'levo-amphetamine', 'levo amphetamine', 'amphetamine sulfate', 'sulfate, amphetamine', 'amphetamine sulfate (2:1)', 'fenamine', 'mydrial', 'thyramine', 'centramina'], ['dopamine', 'dopamine', '3,4-dihydroxyphenethylamine', '3,4 dihydroxyphenethylamine', 'hydroxytyramine', '4-(2-aminoethyl)-1,2-benzenediol', 'dopamine hydrochloride', 'hydrochloride, dopamine', 'intropin'], ['Unknown'], ['amino acids', 'amino acids', 'acids, amino', 'amino acid', 'acid, amino'], ['Unknown'], ['Unknown'], ['n-methylaspartate', 'n-methylaspartate', 'n methylaspartate', 'n-methyl-d-aspartate', 'n methyl d aspartate', 'nmda', 'n-methyl-d-aspartic acid', 'acid, n-methyl-d-aspartic', 'n methyl d aspartic acid'], ['n-methylaspartate', 'n-methylaspartate', 'n methylaspartate', 'n-methyl-d-aspartate', 'n methyl d aspartate', 'nmda', 'n-methyl-d-aspartic acid', 'acid, n-methyl-d-aspartic', 'n methyl d aspartic acid'], ['glutamic acid', 'glutamic acid', 'l-glutamic acid', 'l glutamic acid', 'potassium glutamate', 'glutamate, potassium', 'aluminum l-glutamate', 'aluminum l glutamate', 'l-glutamate, aluminum', 'd-glutamate', 'd glutamate', 'glutamate', 'l-glutamate', 'l glutamate', 'glutamic acid, (d)-isomer'], ['dopamine', 'dopamine', '3,4-dihydroxyphenethylamine', '3,4 dihydroxyphenethylamine', 'hydroxytyramine', '4-(2-aminoethyl)-1,2-benzenediol', 'dopamine hydrochloride', 'hydrochloride, dopamine', 'intropin']]"
"['cacl2', 'calcium chloride', 'cacl(2)', 'cacl(2)', 'nacl', 'cacl(2)', 'cacl(2)', 'nacl', 'cacl(2)', 'cacl(2)', 'nacl', 'cacl(2)', 'cacl(2)', 'cacl(2)', 'nacl', 'cacl(2)', 'cacl(2)']","['D002122', 'D002122', 'D002122', 'D002122', 'D012965', 'D002122', 'D002122', 'D012965', 'D002122', 'D002122', 'D012965', 'D002122', 'D002122', 'D002122', 'D012965', 'D002122', 'D002122']","['-1', 'D002122', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1', '-1']","['cacl2', 'cacl(2)', 'cacl(2)', 'nacl', 'cacl(2)', 'cacl(2)', 'nacl', 'cacl(2)', 'cacl(2)', 'nacl', 'cacl(2)', 'cacl(2)', 'cacl(2)', 'nacl', 'cacl(2)', 'cacl(2)']","[['calcium chloride', 'calcium chloride', 'calcium chloride, anhydrous', 'calcium chloride dihydrate'], ['calcium chloride', 'calcium chloride', 'calcium chloride, anhydrous', 'calcium chloride dihydrate'], ['calcium chloride', 'calcium chloride', 'calcium chloride, anhydrous', 'calcium chloride dihydrate'], ['calcium chloride', 'calcium chloride', 'calcium chloride, anhydrous', 'calcium chloride dihydrate'], ['sodium chloride', 'sodium chloride', 'sodium chloride, (22)na', 'sodium chloride, (24)nacl'], ['calcium chloride', 'calcium chloride', 'calcium chloride, anhydrous', 'calcium chloride dihydrate'], ['calcium chloride', 'calcium chloride', 'calcium chloride, anhydrous', 'calcium chloride dihydrate'], ['sodium chloride', 'sodium chloride', 'sodium chloride, (22)na', 'sodium chloride, (24)nacl'], ['calcium chloride', 'calcium chloride', 'calcium chloride, anhydrous', 'calcium chloride dihydrate'], ['calcium chloride', 'calcium chloride', 'calcium chloride, anhydrous', 'calcium chloride dihydrate'], ['sodium chloride', 'sodium chloride', 'sodium chloride, (22)na', 'sodium chloride, (24)nacl'], ['calcium chloride', 'calcium chloride', 'calcium chloride, anhydrous', 'calcium chloride dihydrate'], ['calcium chloride', 'calcium chloride', 'calcium chloride, anhydrous', 'calcium chloride dihydrate'], ['calcium chloride', 'calcium chloride', 'calcium chloride, anhydrous', 'calcium chloride dihydrate'], ['sodium chloride', 'sodium chloride', 'sodium chloride, (22)na', 'sodium chloride, (24)nacl'], ['calcium chloride', 'calcium chloride', 'calcium chloride, anhydrous', 'calcium chloride dihydrate']]"
"['glutamate', 'paclitaxel', 'paclitaxel', 'pac', 'glutamate', 'amino acid', 'glutamine', 'pac', 'glutamate', 'pac', 'pac', 'glutamate', 'glutamate', 'pac']","['D018698', 'D017239', 'D017239', 'D017239', 'D018698', 'D000596', 'D018698', 'D017239', 'D018698', 'D017239', 'D017239', 'D018698', 'D018698', 'D017239']","['D018698', 'D017239', 'D017239', '-1', 'D018698', 'D000596', 'D005973', '-1', 'D018698', '-1', '-1', 'D018698', 'D018698', '-1']","['pac', 'pac', 'pac', 'pac', 'pac']","[['glutamic acid', 'glutamic acid', 'l-glutamic acid', 'l glutamic acid', 'potassium glutamate', 'glutamate, potassium', 'aluminum l-glutamate', 'aluminum l glutamate', 'l-glutamate, aluminum', 'd-glutamate', 'd glutamate', 'glutamate', 'l-glutamate', 'l glutamate', 'glutamic acid, (d)-isomer'], ['paclitaxel', 'paclitaxel', 'taxol', 'bris taxol', 'taxol, bris', 'taxol a', 'paclitaxel, (4 alpha)-isomer', 'nsc-125973', 'nsc125973', 'nsc 125973', 'paxene', 'anzatax', 'onxol', '7-epi-taxol', '7 epi taxol', 'praxel'], ['paclitaxel', 'paclitaxel', 'taxol', 'bris taxol', 'taxol, bris', 'taxol a', 'paclitaxel, (4 alpha)-isomer', 'nsc-125973', 'nsc125973', 'nsc 125973', 'paxene', 'anzatax', 'onxol', '7-epi-taxol', '7 epi taxol', 'praxel'], ['paclitaxel', 'paclitaxel', 'taxol', 'bris taxol', 'taxol, bris', 'taxol a', 'paclitaxel, (4 alpha)-isomer', 'nsc-125973', 'nsc125973', 'nsc 125973', 'paxene', 'anzatax', 'onxol', '7-epi-taxol', '7 epi taxol', 'praxel'], ['glutamic acid', 'glutamic acid', 'l-glutamic acid', 'l glutamic acid', 'potassium glutamate', 'glutamate, potassium', 'aluminum l-glutamate', 'aluminum l glutamate', 'l-glutamate, aluminum', 'd-glutamate', 'd glutamate', 'glutamate', 'l-glutamate', 'l glutamate', 'glutamic acid, (d)-isomer']]"
"['dopamine', 'apomorphine', 'amphetamine', 'haloperidol', 'mk-801', 'h', 'mk-801', 'h', 'haloperidol', 'dopamine', 'h', 'mk-801']","['D004298', 'D001058', 'D000661', 'D006220', 'D016291', 'D006859', 'D016291', 'D006859', 'D006220', 'D004298', 'D006859', 'D016291']","['D004298', 'D001058', 'D000661', 'D006220', 'D016291', '-1', 'D016291', '-1', 'D006220', 'D004298', '-1', 'D016291']","['h', 'h', 'h']","[['dopamine', 'dopamine', '3,4-dihydroxyphenethylamine', '3,4 dihydroxyphenethylamine', 'hydroxytyramine', '4-(2-aminoethyl)-1,2-benzenediol', 'dopamine hydrochloride', 'hydrochloride, dopamine', 'intropin'], ['apomorphine', 'apomorphine', 'apomorphine chloride', 'apomorphine hydrochloride, anhydrous', 'apomorphine hydrochloride anhydrous', 'apomorphine hydrochloride', 'apokinon', 'apomorphin-teclapharm', 'apomorphin teclapharm', 'britaject', 'apomorphine hydrochloride, hemihydrate'], ['amphetamine', 'amphetamine', 'desoxynorephedrin', 'phenamine', 'phenopromin', 'amfetamine', 'l-amphetamine', 'l amphetamine', 'levoamphetamine', 'levo-amphetamine', 'levo amphetamine', 'amphetamine sulfate', 'sulfate, amphetamine', 'amphetamine sulfate (2:1)', 'fenamine', 'mydrial', 'thyramine', 'centramina']]"
"['cholesteryl ester', 'ritonavir', 'ritonavir', 'ritonavir', 'ritonavir', 'cholesteryl ester', 'cholesterol', 'ritonavir', '17beta-estradiol', 'e2', 'progesterone', 'ethanol', 'ritonavir', 'e2', 'cholesteryl esters', 'ritonavir', 'ritonavir', 'ritonavir', 'e2', 'e2', 'e2', 'cholesteryl ester', 'ritonavir']","['D002788', 'D019438', 'D019438', 'D019438', 'D019438', 'D002788', 'D002784', 'D019438', 'D004958', 'D004958', 'D011374', 'D000431', 'D019438', 'D004958', 'D002788', 'D019438', 'D019438', 'D019438', 'D004958', 'D004958', 'D004958', 'D002788', 'D019438']","['D002788', 'D019438', 'D019438', 'D019438', 'D019438', 'D002788', 'D002784', 'D019438', '-1', '-1', 'D011374', 'D000431', 'D019438', '-1', 'D002788', 'D019438', 'D019438', 'D019438', '-1', '-1', '-1', 'D002788', 'D019438']","['17beta-estradiol', 'e2', 'e2', 'e2', 'e2', 'e2']","[['cholesterol esters', 'cholesterol esters', 'esters, cholesterol', 'cholesteryl ester', 'ester, cholesteryl', 'cholesterol ester', 'ester, cholesterol', 'cholesteryl esters', 'esters, cholesteryl'], ['ritonavir', 'ritonavir', 'norvir', 'abt 538', 'abt-538', 'abt538'], ['ritonavir', 'ritonavir', 'norvir', 'abt 538', 'abt-538', 'abt538'], ['ritonavir', 'ritonavir', 'norvir', 'abt 538', 'abt-538', 'abt538'], ['ritonavir', 'ritonavir', 'norvir', 'abt 538', 'abt-538', 'abt538'], ['cholesterol esters', 'cholesterol esters', 'esters, cholesterol', 'cholesteryl ester', 'ester, cholesteryl', 'cholesterol ester', 'ester, cholesterol', 'cholesteryl esters', 'esters, cholesteryl']]"
"['phenytoin', 'pilocarpine', 'phenobarbital', 'tariquidar']","['D010672', 'D010862', 'D010634', 'C402343']","['D010672', 'D010862', 'D010634', '-1']",['tariquidar'],"[['phenytoin', 'phenytoin', '5,5-diphenylimidazolidine-2,4-dione', '5,5-diphenylhydantoin', 'diphenylhydantoin', 'fenitoin', 'dihydan', 'difenin', 'dilantin', 'epamin', 'hydantol', 'antisacer', 'epanutin', 'phenytoin sodium', 'sodium diphenylhydantoinate', 'diphenylhydantoinate, sodium', 'phenhydan']]"
"['l-arginine', 'cortisol', 'l-arginine', 'nitric oxide', 'cortisol', 'l-arginine', 'hydrocortisone acetate', 'l-arginine', 'l-arginine', '3h-l-arginine', '3h-l-arginine', '3h-l-arginine', 'l-arginine', 'cortisol', 'l-arginine', 'l-arginine', 'l-arginine', 'cortisol', 'l-arginine', 'cortisol', 'cortisol', 'l-arginine']","['D001120', 'D006854', 'D001120', 'D009569', 'D006854', 'D001120', 'C021650', 'D001120', 'D001120', 'D001120', 'D001120', 'D001120', 'D001120', 'D006854', 'D001120', 'D001120', 'D001120', 'D006854', 'D001120', 'D006854', 'D006854', 'D001120']","['D001120', 'D006854', 'D001120', 'D009569', 'D006854', 'D001120', '-1', 'D001120', 'D001120', '-1', '-1', '-1', 'D001120', 'D006854', 'D001120', 'D001120', 'D001120', 'D006854', 'D001120', 'D006854', 'D006854', 'D001120']","['hydrocortisone acetate', '3h-l-arginine', '3h-l-arginine', '3h-l-arginine']","[['arginine', 'arginine', 'arginine, l-isomer', 'arginine, l isomer', 'l-isomer arginine', 'l-arginine', 'l arginine', 'dl-arginine acetate, monohydrate', 'dl arginine acetate, monohydrate', 'monohydrate dl-arginine acetate', 'arginine hydrochloride', 'hydrochloride, arginine'], ['hydrocortisone', 'hydrocortisone', 'pregn-4-ene-3,20-dione, 11,17,21-trihydroxy-, (11beta)-', 'cortisol', 'cortifair', 'cortril', 'hydrocortisone, (9 beta,10 alpha,11 alpha)-isomer', 'hydrocortisone, (11 alpha)-isomer', 'epicortisol', '11-epicortisol', '11 epicortisol', 'cortef'], ['arginine', 'arginine', 'arginine, l-isomer', 'arginine, l isomer', 'l-isomer arginine', 'l-arginine', 'l arginine', 'dl-arginine acetate, monohydrate', 'dl arginine acetate, monohydrate', 'monohydrate dl-arginine acetate', 'arginine hydrochloride', 'hydrochloride, arginine'], ['nitric oxide', 'nitric oxide', 'oxide, nitric', 'nitrogen monoxide', 'monoxide, nitrogen', 'mononitrogen monoxide', 'monoxide, mononitrogen', 'endogenous nitrate vasodilator', 'nitrate vasodilator, endogenous', 'vasodilator, endogenous nitrate', 'nitric oxide, endothelium-derived', 'endothelium-derived nitric oxide', 'nitric oxide, endothelium derived']]"
"['fk506', 'tacrolimus', 'fk506', 'tacrolimus', 'fk506', 'corticosteroids', 'aspirin', 'dipyridamole', 'fk506', 'fk506', 'fk506', 'cyclosporin a', 'cya']","['D016559', 'D016559', 'D016559', 'D016559', 'D016559', 'D000305', 'D001241', 'D004176', 'D016559', 'D016559', 'D016559', 'D016572', 'D016572']","['D016559', 'D016559', 'D016559', 'D016559', 'D016559', 'D000305', 'D001241', 'D004176', 'D016559', 'D016559', 'D016559', 'D016572', '-1']",['cya'],"[['tacrolimus', 'tacrolimus', 'prograf', 'prograft', 'anhydrous tacrolimus', 'tacrolimus, anhydrous', 'tacrolimus anhydrous', 'anhydrous, tacrolimus', 'fk-506', 'fk 506', 'fk506', 'fr-900506', 'fr900506', 'fr 900506']]"
"['aminophylline', 'aminophylline', 'aminophylline', 'oxygen', 'po2', 'carbon dioxide', 'co2', 'aminophylline', 'aminophylline']","['D000628', 'D000628', 'D000628', 'D010100', 'C093415', 'D002245', 'D002245', 'D000628', 'D000628']","['D000628', 'D000628', 'D000628', 'D010100', '-1', 'D002245', '-1', 'D000628', 'D000628']","['po2', 'co2']","[['aminophylline', 'aminophylline', 'theophyllamine', 'theophylline ethylenediamine', 'ethylenediamine, theophylline', 'somophyllin', 'phyllotemp', 'mundiphyllin', 'novophyllin', 'mundiphyllin retard', 'euphylline', 'euphyllin retard', 'diaphyllin', 'afonilum', 'carine', 'aminodur', 'aminophyllin', 'aminophylline df', 'cardophyllin', 'clonofilin', 'corophyllin', 'drafilyn', 'duraphyllin', 'eufilina venosa', 'eufilina', 'euphyllin', 'godafilin', 'mini-lix', 'phyllocontin', 'tari-dog', 'theophyllamin jenapharm', 'theophyllin eda-ratiopharm', 'theophyllin edaratiopharm', 'theophyllin eda ratiopharm', 'truphylline'], ['aminophylline', 'aminophylline', 'theophyllamine', 'theophylline ethylenediamine', 'ethylenediamine, theophylline', 'somophyllin', 'phyllotemp', 'mundiphyllin', 'novophyllin', 'mundiphyllin retard', 'euphylline', 'euphyllin retard', 'diaphyllin', 'afonilum', 'carine', 'aminodur', 'aminophyllin', 'aminophylline df', 'cardophyllin', 'clonofilin', 'corophyllin', 'drafilyn', 'duraphyllin', 'eufilina venosa', 'eufilina', 'euphyllin', 'godafilin', 'mini-lix', 'phyllocontin', 'tari-dog', 'theophyllamin jenapharm', 'theophyllin eda-ratiopharm', 'theophyllin edaratiopharm', 'theophyllin eda ratiopharm', 'truphylline']]"
"['carbachol', 'carbachol', 'carbamylcholin', 'carbachol', 'carbachol', 'carbachol', 'adrenaline', 'epinephrine', 'atropine', 'furosemide', 'atropine', 'adrenaline', 'dopamine', 'carbachol', 'carbachol', 'carbachol']","['D002217', 'D002217', 'D002217', 'D002217', 'D002217', 'D002217', 'D004837', 'D004837', 'D001285', 'D005665', 'D001285', 'D004837', 'D004298', 'D002217', 'D002217', 'D002217']","['D002217', 'D002217', '-1', 'D002217', 'D002217', 'D002217', 'D004837', 'D004837', 'D001285', 'D005665', 'D001285', 'D004837', 'D004298', 'D002217', 'D002217', 'D002217']",['carbamylcholin'],"[['carbachol', 'carbachol', 'carbacholine', 'carbocholine', 'carbamylcholine', 'carbamoylcholine', 'jestryl', 'isopto carbachol', 'carbachol, isopto', 'carbamann', 'carbastat', 'carboptic', 'doryl', 'miostat']]"
"['rizatriptan', 'ergotamine', 'caffeine', 'rizatriptan', '5-ht', 'rizatriptan', 'ergotamine', 'caffeine', 'rizatriptan', 'ergotamine', 'caffeine', 'rizatriptan', 'ergotamine', 'caffeine', 'rizatriptan', 'rizatriptan', 'ergotamine', 'caffeine', 'rizatriptan', 'rizatriptan', 'ergotamine', 'caffeine', 'rizatriptan', 'ergotamine', 'caffeine', 'rizatriptan', 'ergotamine', 'caffeine', 'rizatriptan', 'ergotamine', 'caffeine', 'rizatriptan', 'ergotamine', 'caffeine', 'rizatriptan', 'ergotamine', 'caffeine', 'rizatriptan', 'ergotamine', 'caffeine']","['C093622', 'D004878', 'D002110', 'C093622', 'D012701', 'C093622', 'D004878', 'D002110', 'C093622', 'D004878', 'D002110', 'C093622', 'D004878', 'D002110', 'C093622', 'C093622', 'D004878', 'D002110', 'C093622', 'C093622', 'D004878', 'D002110', 'C093622', 'D004878', 'D002110', 'C093622', 'D004878', 'D002110', 'C093622', 'D004878', 'D002110', 'C093622', 'D004878', 'D002110', 'C093622', 'D004878', 'D002110', 'C093622', 'D004878', 'D002110']","['-1', 'D004878', 'D002110', '-1', 'D012701', '-1', 'D004878', 'D002110', '-1', 'D004878', 'D002110', '-1', 'D004878', 'D002110', '-1', '-1', 'D004878', 'D002110', '-1', '-1', 'D004878', 'D002110', '-1', 'D004878', 'D002110', '-1', 'D004878', 'D002110', '-1', 'D004878', 'D002110', '-1', 'D004878', 'D002110', '-1', 'D004878', 'D002110', '-1', 'D004878', 'D002110']","['rizatriptan', 'rizatriptan', 'rizatriptan', 'rizatriptan', 'rizatriptan', 'rizatriptan', 'rizatriptan', 'rizatriptan', 'rizatriptan', 'rizatriptan', 'rizatriptan', 'rizatriptan', 'rizatriptan', 'rizatriptan', 'rizatriptan']","[['Unknown'], ['ergotamine', 'ergotamine', 'ergotaminine', 'cornutamine', 'ergotamine tartrate', 'tartrate, ergotamine', 'ergotamine tartrate (2:1)', 'gynergen', 'lingraine', 'ergomar', 'ergo-kranit', 'ergo kranit', 'ergo sanol', 'ergodryl mono', 'mono, ergodryl', 'ergostat'], ['caffeine', 'caffeine', '1,3,7-trimethylxanthine', 'no doz', 'caffedrine', 'coffeinum n', 'coffeinum purrum', 'dexitac', 'durvitan', 'percoffedrinol n', 'vivarin', 'percutaféine', 'quick-pep', 'quickpep', 'quick pep'], ['Unknown'], ['serotonin', 'serotonin', '5-ht', '5-hydroxytryptamine', '5 hydroxytryptamine', '3-(2-aminoethyl)-1h-indol-5-ol', 'enteramine', 'hippophaine', 'hydroxytryptamine'], ['Unknown'], ['ergotamine', 'ergotamine', 'ergotaminine', 'cornutamine', 'ergotamine tartrate', 'tartrate, ergotamine', 'ergotamine tartrate (2:1)', 'gynergen', 'lingraine', 'ergomar', 'ergo-kranit', 'ergo kranit', 'ergo sanol', 'ergodryl mono', 'mono, ergodryl', 'ergostat'], ['caffeine', 'caffeine', '1,3,7-trimethylxanthine', 'no doz', 'caffedrine', 'coffeinum n', 'coffeinum purrum', 'dexitac', 'durvitan', 'percoffedrinol n', 'vivarin', 'percutaféine', 'quick-pep', 'quickpep', 'quick pep'], ['Unknown'], ['ergotamine', 'ergotamine', 'ergotaminine', 'cornutamine', 'ergotamine tartrate', 'tartrate, ergotamine', 'ergotamine tartrate (2:1)', 'gynergen', 'lingraine', 'ergomar', 'ergo-kranit', 'ergo kranit', 'ergo sanol', 'ergodryl mono', 'mono, ergodryl', 'ergostat'], ['caffeine', 'caffeine', '1,3,7-trimethylxanthine', 'no doz', 'caffedrine', 'coffeinum n', 'coffeinum purrum', 'dexitac', 'durvitan', 'percoffedrinol n', 'vivarin', 'percutaféine', 'quick-pep', 'quickpep', 'quick pep'], ['Unknown'], ['ergotamine', 'ergotamine', 'ergotaminine', 'cornutamine', 'ergotamine tartrate', 'tartrate, ergotamine', 'ergotamine tartrate (2:1)', 'gynergen', 'lingraine', 'ergomar', 'ergo-kranit', 'ergo kranit', 'ergo sanol', 'ergodryl mono', 'mono, ergodryl', 'ergostat'], ['caffeine', 'caffeine', '1,3,7-trimethylxanthine', 'no doz', 'caffedrine', 'coffeinum n', 'coffeinum purrum', 'dexitac', 'durvitan', 'percoffedrinol n', 'vivarin', 'percutaféine', 'quick-pep', 'quickpep', 'quick pep'], ['Unknown']]"
